56,JFK,SFO,2024-05-26,08:30,2024-05-26,11:45,Boeing 787
57,SFO,SEA,2024-05-26,12:15,2024-05-26,13:45,Airbus A320
58,SEA,MIA,2024-05-26,14:30,2024-05-26,21:00,Boeing 737
59,MIA,LAX,2024-05-27,09:00,2024-05-27,11:30,Boeing 747
60,LAX,ATL,2024-05-27,12:15,2024-05-27,16:30,Boeing 757
61,ATL,LAX,2024-05-28,08:00,2024-05-28,10:30,Boeing 737
62,LAX,ORD,2024-05-28,09:15,2024-05-28,13:30,Boeing 747
63,ORD,DFW,2024-05-28,11:30,2024-05-28,13:45,Airbus A320
64,DFW,DEN,2024-05-28,14:00,2024-05-28,15:30,Boeing 737
65,DEN,JFK,2024-05-28,16:45,2024-05-28,21:00,Boeing 777
66,JFK,SFO,2024-05-29,08:30,2024-05-29,11:45,Boeing 787
67,SFO,SEA,2024-05-29,12:15,2024-05-29,13:45,Airbus A320
68,SEA,MIA,2024-05-29,14:30,2024-05-29,21:00,Boeing 737
69,MIA,LAX,2024-05-30,09:00,2024-05-30,11:30,Boeing 747
70,LAX,ATL,2024-05-30,12:15,2024-05-30,16:30,Boeing 757
71,ATL,LAX,2024-05-31,08:00,2024-05-31,10:30,Boeing 737
72,LAX,ORD,2024-05-31,09:15,2024-05-31,13:30,Boeing 747
73,ORD,DFW,2024-05-31,11:30,2024-05-31,13:45,Airbus A320
74,DFW,DEN,2024-05-31,14:00,2024-05-31,15:30,Boeing 737
75,DEN,JFK,2024-05-31,16:45,2024-05-31,21:00,Boeing 777
76,JFK,SFO,2024-06-01,08:30,2024-06-01,11:45,Boeing 787
77,SFO,SEA,2024-06-01,12:15,2024-06-01,13:45,Airbus A320
78,SEA,MIA,2024-06-01,14:30,2024-06-01,21:00,Boeing 737
79,MIA,LAX,2024-06-02,09:00,2024-06-02,11:30,Boeing 747
80,LAX,ATL,2024-06-02,12:15,2024-06-02,16:30,Boeing 757
81,ATL,LAX,2024-06-03,08:00,2024-06-03,10:30,Boeing 737
82,LAX,ORD,2024-06-03,09:15,2024-06-03,13:30,Boeing 747
83,ORD,DFW,2024-06-03,11:30,2024-06-03,13:45,Airbus A320
84,DFW,DEN,2024-06-03,14:00,2024-06-03,15:30,Boeing 737
85,DEN,JFK,2024-06-03,16:45,2024-06-03,21:00,Boeing 777
86,JFK,SFO,2024-06-04,08:30,2024-06-04,11:45,Boeing 787
87,SFO,SEA,2024-06-04,12:15,2024-06-04,13:45,Airbus A320
88,SEA,MIA,2024-06-04,14:30,2024-06-04,21:00,Boeing 737
89,MIA,LAX,2024-06-05,09:00,2024-06-05,11:30,Boeing 747
90,LAX,ATL,2024-06-05,12:15,2024-06-05,16:30,Boeing 757
91,ATL,LAX,2024-06-06,08:00,2024-06-06,10:30,Boeing 737
92,LAX,ORD,2024-06-06,09:15,2024-06-06,13:30,Boeing 747
93,ORD,DFW,2024-06-06,11:30,2024-06-06,13:45,Airbus A320
94,DFW,DEN,2024-06-06,14:00,2024-06-06,15:30,Boeing 737
95,DEN,JFK,2024-06-06,16:45,2024-06-06,21:00,Boeing 777
96,JFK,SFO,2024-06-07,08:30,2024-06-07,11:45,Boeing 787
97,SFO,SEA,2024-06-07,12:15,2024-06-07,13:45,Airbus A320
98,SEA,MIA,2024-06-07,14:30,2024-06-07,21:00,Boeing 737
99,MIA,LAX,2024-06-08,09:00,2024-06-08,11:30,Boeing 747
100,LAX,ATL,2024-06-08,12:15,2024-06-08,16:30,Boeing 757
101,ATL,LAX,2024-06-09,08:00,2024-06-09,10:30,Boeing 737
102,LAX,ORD,2024-06-09,09:15,2024-06-09,13:30,Boeing 747
103,ORD,DFW,2024-06-09,11:30,2024-06-09,13:45,Airbus A320
104,DFW,DEN,2024-06-09,14:00,2024-06-09,15:30,Boeing 737
105,DEN,JFK,2024-06-09,16:45,2024-06-09,21:00,Boeing 777
106,JFK,SFO,2024-06-10,08:30,2024-06-10,11:45,Boeing 787
107,SFO,SEA,2024-06-10,12:15,2024-06-10,13:45,Airbus A320
108,SEA,MIA,2024-06-10,14:30,2024-06-10,21:00,Boeing 737
109,MIA,LAX,2024-06-11,09:00,2024-06-11,11:30,Boeing 747
110,LAX,ATL,2024-06-11,12:15,2024-06-11,16:30,Boeing 757
111,ATL,LAX,2024-06-12,08:00,2024-06-12,10:30,Boeing 737
112,LAX,ORD,2024-06-12,09:15,2024-06-12,13:30,Boeing 747
113,ORD,DFW,2024-06-12,11:30,2024-06-12,13:45,Airbus A320
114,DFW,DEN,2024-06-12,14:00,2024-06-12,15:30,Boeing 737
115,DEN,JFK,2024-06-12,16:45,2024-06-12,21:00,Boeing 777
116,JFK,SFO,2024-06-13,08:30,2024-06-13,11:45,Boeing 787
117,SFO,SEA,2024-06-13,12:15,2024-06-13,13:45,Airbus A320
118,SEA,MIA,2024-06-13,14:30,2024-06-13,21:00,Boeing 737
119,MIA,LAX,2024-06-14,09:00,2024-06-14,11:30,Boeing 747
120,LAX,ATL,2024-06-14,12:15,2024-06-14,16:30,Boeing 757
121,ATL,LAX,2024-06-15,08:00,2024-06-15,10:30,Boeing 737
122,LAX,ORD,2024-06-15,09:15,2024-06-15,13:30,Boeing 747
123,ORD,DFW,2024-06-15,11:30,2024-06-15,13:45,Airbus A320
124,DFW,DEN,2024-06-15,14:00,2024-06-15,15:30,Boeing 737
125,DEN,JFK,2024-06-15,16:45,2024-06-15,21:00,Boeing 777
126,JFK,SFO,2024-06-16,08:30,2024-06-16,11:45,Boeing 787
127,SFO,SEA,2024-06-16,12:15,2024-06-16,13:45,Airbus A320
128,SEA,MIA,2024-06-16,14:30,2024-06-16,21:00,Boeing 737
129,MIA,LAX,2024-06-17,09:00,2024-06-17,11:30,Boeing 747
130,LAX,ATL,2024-06-17,12:15,2024-06-17,16:30,Boeing 757
131,ATL,LAX,2024-06-18,08:00,2024-06-18,10:30,Boeing 737
132,LAX,ORD,2024-06-18,09:15,2024-06-18,13:30,Boeing 747
133,ORD,DFW,2024-06-18,11:30,2024-06-18,13:45,Airbus A320
134,DFW,DEN,2024-06-18,14:00,2024-06-18,15:30,Boeing 737
135,DEN,JFK,2024-06-18,16:45,2024-06-18,21:00,Boeing 777
136,JFK,SFO,2024-06-19,08:30,2024-06-19,11:45,Boeing 787
137,SFO,SEA,2024-06-19,12:15,2024-06-19,13:45,Airbus A320
138,SEA,MIA,2024-06-19,14:30,2024-06-19,21:00,Boeing 737
139,MIA,LAX,2024-06-20,09:00,2024-06-20,11:30,Boeing 747
140,LAX,ATL,2024-06-20,12:15,2024-06-20,16:30,Boeing 757
141,ATL,LAX,2024-06-21,08:00,2024-06-21,10:30,Boeing 737
142,LAX,ORD,2024-06-21,09:15,2024-06-21,13:30,Boeing 747
143,ORD,DFW,2024-06-21,11:30,2024-06-21,13:45,Airbus A320
144,DFW,DEN,2024-06-21,14:00,2024-06-21,15:30,Boeing 737
145,DEN,JFK,2024-06-21,16:45,2024-06-21,21:00,Boeing 777
146,JFK,SFO,2024-06-22,08:30,2024-06-22,11:45,Boeing 787
147,SFO,SEA,2024-06-22,12:15,2024-06-22,13:45,Airbus A320
148,SEA,MIA,2024-06-22,14:30,2024-06-22,21:00,Boeing 737
149,MIA,LAX,2024-06-23,09:00,2024-06-23,11:30,Boeing 747
150,LAX,ATL,2024-06-23,12:15,2024-06-23,16:30,Boeing 757
151,ATL,LAX,2024-06-24,08:00,2024-06-24,10:30,Boeing 737
152,LAX,ORD,2024-06-24,09:15,2024-06-24,13:30,Boeing 747
153,ORD,DFW,2024-06-24,11:30,2024-06-24,13:45,Airbus A320
154,DFW,DEN,2024-06-24,14:00,2024-06-24,15:30,Boeing 737
155,DEN,JFK,2024-06-24,16:45,2024-06-24,21:00,Boeing 777
156,JFK,SFO,2024-06-25,08:30,2024-06-25,11:45,Boeing 787
157,SFO,SEA,2024-06-25,12:15,2024-06-25,13:45,Airbus A320
158,SEA,MIA,2024-06-25,14:30,2024-06-25,21:00,Boeing 737
159,MIA,LAX,2024-06-26,09:00,2024-06-26,11:30,Boeing 747
160,LAX,ATL,2024-06-26,12:15,2024-06-26,16:30,Boeing 757
161,ATL,LAX,2024-06-27,08:00,2024-06-27,10:30,Boeing 737
162,LAX,ORD,2024-06-27,09:15,2024-06-27,13:30,Boeing 747
163,ORD,DFW,2024-06-27,11:30,2024-06-27,13:45,Airbus A320
164,DFW,DEN,2024-06-27,14:00,2024-06-27,15:30,Boeing 737
165,DEN,JFK,2024-06-27,16:45,2024-06-27,21:00,Boeing 777
166,JFK,SFO,2024-06-28,08:30,2024-06-28,11:45,Boeing 787
167,SFO,SEA,2024-06-28,12:15,2024-06-28,13:45,Airbus A320
168,SEA,MIA,2024-06-28,14:30,2024-06-28,21:00,Boeing 737
169,MIA,LAX,2024-06-29,09:00,2024-06-29,11:30,Boeing 747
170,LAX,ATL,2024-06-29,12:15,2024-06-29,16:30,Boeing 757
171,ATL,LAX,2024-06-30,08:00,2024-06-30,10:30,Boeing 737
172,LAX,ORD,2024-06-30,09:15,2024-06-30,13:30,Boeing 747
173,ORD,DFW,2024-06-30,11:30,2024-06-30,13:45,Airbus A320
174,DFW,DEN,2024-06-30,14:00,2024-06-30,15:30,Boeing 737
175,DEN,JFK,2024-06-30,16:45,2024-06-30,21:00,Boeing 777
176,JFK,SFO,2024-07-01,08:30,2024-07-01,11:45,Boeing 787
177,SFO,SEA,2024-07-01,12:15,2024-07-01,13:45,Airbus A320
178,SEA,MIA,2024-07-01,14:30,2024-07-01,21:00,Boeing 737
179,MIA,LAX,2024-07-02,09:00,2024-07-02,11:30,Boeing 747
180,LAX,ATL,2024-07-02,12:15,2024-07-02,16:30,Boeing 757
181,ATL,LAX,2024-07-03,08:00,2024-07-03,10:30,Boeing 737
182,LAX,ORD,2024-07-03,09:15,2024-07-03,13:30,Boeing 747
183,ORD,DFW,2024-07-03,11:30,2024-07-03,13:45,Airbus A320
184,DFW,DEN,2024-07-03,14:00,2024-07-03,15:30,Boeing 737
185,DEN,JFK,2024-07-03,16:45,2024-07-03,21:00,Boeing 777
186,JFK,SFO,2024-07-04,08:30,2024-07-04,11:45,Boeing 787
187,SFO,SEA,2024-07-04,12:15,2024-07-04,13:45,Airbus A320
188,SEA,MIA,2024-07-04,14:30,2024-07-04,21:00,Boeing 737
189,MIA,LAX,2024-07-05,09:00,2024-07-05,11:30,Boeing 747
190,LAX,ATL,2024-07-05,12:15,2024-07-05,16:30,Boeing 757
191,ATL,LAX,2024-07-06,08:00,2024-07-06,10:30,Boeing 737
192,LAX,ORD,2024-07-06,09:15,2024-07-06,13:30,Boeing 747
193,ORD,DFW,2024-07-06,11:30,2024-07-06,13:45,Airbus A320
194,DFW,DEN,2024-07-06,14:00,2024-07-06,15:30,Boeing 737
195,DEN,JFK,2024-07-06,16:45,2024-07-06,21:00,Boeing 777
196,JFK,SFO,2024-07-07,08:30,2024-07-07,11:45,Boeing 787
197,SFO,SEA,2024-07-07,12:15,2024-07-07,13:45,Airbus A320
198,SEA,MIA,2024-07-07,14:30,2024-07-07,21:00,Boeing 737
199,MIA,LAX,2024-07-08,09:00,2024-07-08,11:30,Boeing 747
200,LAX,ATL,2024-07-08,12:15,2024-07-08,16:30,Boeing 757
201,JFK,SFO,2024-07-09,08:30,2024-07-09,11:45,Boeing 787
202,SFO,SEA,2024-07-09,12:15,2024-07-09,13:45,Airbus A320
203,SEA,MIA,2024-07-09,14:30,2024-07-09,21:00,Boeing 737
204,MIA,LAX,2024-07-10,09:00,2024-07-10,11:30,Boeing 747
205,LAX,ATL,2024-07-10,12:15,2024-07-10,16:30,Boeing 757
206,ATL,LAX,2024-07-11,08:00,2024-07-11,10:30,Boeing 737
207,LAX,ORD,2024-07-11,09:15,2024-07-11,13:30,Boeing 747
208,ORD,DFW,2024-07-11,11:30,2024-07-11,13:45,Airbus A320
209,DFW,DEN,2024-07-11,14:00,2024-07-11,15:30,Boeing 737
210,DEN,JFK,2024-07-11,16:45,2024-07-11,21:00,Boeing 777
211,JFK,SFO,2024-07-12,08:30,2024-07-12,11:45,Boeing 787
212,SFO,SEA,2024-07-12,12:15,2024-07-12,13:45,Airbus A320
213,SEA,MIA,2024-07-12,14:30,2024-07-12,21:00,Boeing 737
214,MIA,LAX,2024-07-13,09:00,2024-07-13,11:30,Boeing 747
215,LAX,ATL,2024-07-13,12:15,2024-07-13,16:30,Boeing 757
216,ATL,LAX,2024-07-14,08:00,2024-07-14,10:30,Boeing 737
217,LAX,ORD,2024-07-14,09:15,2024-07-14,13:30,Boeing 747
218,ORD,DFW,2024-07-14,11:30,2024-07-14,13:45,Airbus A320
219,DFW,DEN,2024-07-14,14:00,2024-07-14,15:30,Boeing 737
220,DEN,JFK,2024-07-14,16:45,2024-07-14,21:00,Boeing 777
221,JFK,SFO,2024-07-15,08:30,2024-07-15,11:45,Boeing 787
222,SFO,SEA,2024-07-15,12:15,2024-07-15,13:45,Airbus A320
223,SEA,MIA,2024-07-15,14:30,2024-07-15,21:00,Boeing 737
224,MIA,LAX,2024-07-16,09:00,2024-07-16,11:30,Boeing 747
225,LAX,ATL,2024-07-16,12:15,2024-07-16,16:30,Boeing 757
226,ATL,LAX,2024-07-17,08:00,2024-07-17,10:30,Boeing 737
227,LAX,ORD,2024-07-17,09:15,2024-07-17,13:30,Boeing 747
228,ORD,DFW,2024-07-17,11:30,2024-07-17,13:45,Airbus A320
229,DFW,DEN,2024-07-17,14:00,2024-07-17,15:30,Boeing 737
230,DEN,JFK,2024-07-17,16:45,2024-07-17,21:00,Boeing 777
231,JFK,SFO,2024-07-18,08:30,2024-07-18,11:45,Boeing 787
232,SFO,SEA,2024-07-18,12:15,2024-07-18,13:45,Airbus A320
233,SEA,MIA,2024-07-18,14:30,2024-07-18,21:00,Boeing 737
234,MIA,LAX,2024-07-19,09:00,2024-07-19,11:30,Boeing 747
235,LAX,ATL,2024-07-19,12:15,2024-07-19,16:30,Boeing 757
236,ATL,LAX,2024-07-20,08:00,2024-07-20,10:30,Boeing 737
237,LAX,ORD,2024-07-20,09:15,2024-07-20,13:30,Boeing 747
238,ORD,DFW,2024-07-20,11:30,2024-07-20,13:45,Airbus A320
239,DFW,DEN,2024-07-20,14:00,2024-07-20,15:30,Boeing 737
240,DEN,JFK,2024-07-20,16:45,2024-07-20,21:00,Boeing 777
241,JFK,SFO,2024-07-21,08:30,2024-07-21,11:45,Boeing 787
242,SFO,SEA,2024-07-21,12:15,2024-07-21,13:45,Airbus A320
243,SEA,MIA,2024-07-21,14:30,2024-07-21,21:00,Boeing 737
244,MIA,LAX,2024-07-22,09:00,2024-07-22,11:30,Boeing 747
245,LAX,ATL,2024-07-22,12:15,2024-07-22,16:30,Boeing 757
246,ATL,LAX,2024-07-23,08:00,2024-07-23,10:30,Boeing 737
247,LAX,ORD,2024-07-23,09:15,2024-07-23,13:30,Boeing 747
248,ORD,DFW,2024-07-23,11:30,2024-07-23,13:45,Airbus A320
249,DFW,DEN,2024-07-23,14:00,2024-07-23,15:30,Boeing 737
250,DEN,JFK,2024-07-23,16:45,2024-07-23,21:00,Boeing 777
251,JFK,SFO,2024-07-24,08:30,2024-07-24,11:45,Boeing 787
252,SFO,SEA,2024-07-24,12:15,2024-07-24,13:45,Airbus A320
253,SEA,MIA,2024-07-24,14:30,2024-07-24,21:00,Boeing 737
254,MIA,LAX,2024-07-25,09:00,2024-07-25,11:30,Boeing 747
255,LAX,ATL,2024-07-25,12:15,2024-07-25,16:30,Boeing 757
256,ATL,LAX,2024-07-26,08:00,2024-07-26,10:30,Boeing 737
257,LAX,ORD,2024-07-26,09:15,2024-07-26,13:30,Boeing 747
258,ORD,DFW,2024-07-26,11:30,2024-07-26,13:45,Airbus A320
259,DFW,DEN,2024-07-26,14:00,2024-07-26,15:30,Boeing 737
260,DEN,JFK,2024-07-26,16:45,2024-07-26,21:00,Boeing 777
261,JFK,SFO,2024-07-27,08:30,2024-07-27,11:45,Boeing 787
262,SFO,SEA,2024-07-27,12:15,2024-07-27,13:45,Airbus A320
263,SEA,MIA,2024-07-27,14:30,2024-07-27,21:00,Boeing 737
264,MIA,LAX,2024-07-28,09:00,2024-07-28,11:30,Boeing 747
265,LAX,ATL,2024-07-28,12:15,2024-07-28,16:30,Boeing 757
266,ATL,LAX,2024-07-29,08:00,2024-07-29,10:30,Boeing 737
267,LAX,ORD,2024-07-29,09:15,2024-07-29,13:30,Boeing 747
268,ORD,DFW,2024-07-29,11:30,2024-07-29,13:45,Airbus A320
269,DFW,DEN,2024-07-29,14:00,2024-07-29,15:30,Boeing 737
270,DEN,JFK,2024-07-29,16:45,2024-07-29,21:00,Boeing 777
271,JFK,SFO,2024-07-30,08:30,2024-07-30,11:45,Boeing 787
272,SFO,SEA,2024-07-30,12:15,2024-07-30,13:45,Airbus A320
273,SEA,MIA,2024-07-30,14:30,2024-07-30,21:00,Boeing 737
274,MIA,LAX,2024-07-31,09:00,2024-07-31,11:30,Boeing 747
275,LAX,ATL,2024-07-31,12:15,2024-07-31,16:30,Boeing 757
276,ATL,LAX,2024-08-01,08:00,2024-08-01,10:30,Boeing 737
277,LAX,ORD,2024-08-01,09:15,2024-08-01,13:30,Boeing 747
278,ORD,DFW,2024-08-01,11:30,2024-08-01,13:45,Airbus A320
279,DFW,DEN,2024-08-01,14:00,2024-08-01,15:30,Boeing 737
280,DEN,JFK,2024-08-01,16:45,2024-08-01,21:00,Boeing 777
281,JFK,SFO,2024-08-02,08:30,2024-08-02,11:45,Boeing 787
282,SFO,SEA,2024-08-02,12:15,2024-08-02,13:45,Airbus A320
283,SEA,MIA,2024-08-02,14:30,2024-08-02,21:00,Boeing 737
284,MIA,LAX,2024-08-03,09:00,2024-08-03,11:30,Boeing 747
285,LAX,ATL,2024-08-03,12:15,2024-08-03,16:30,Boeing 757
286,ATL,LAX,2024-08-04,08:00,2024-08-04,10:30,Boeing 737
287,LAX,ORD,2024-08-04,09:15,2024-08-04,13:30,Boeing 747
288,ORD,DFW,2024-08-04,11:30,2024-08-04,13:45,Airbus A320
289,DFW,DEN,2024-08-04,14:00,2024-08-04,15:30,Boeing 737
290,DEN,JFK,2024-08-04,16:45,2024-08-04,21:00,Boeing 777
291,JFK,SFO,2024-08-05,08:30,2024-08-05,11:45,Boeing 787
292,SFO,SEA,2024-08-05,12:15,2024-08-05,13:45,Airbus A320
293,SEA,MIA,2024-08-05,14:30,2024-08-05,21:00,Boeing 737
294,MIA,LAX,2024-08-06,09:00,2024-08-06,11:30,Boeing 747
295,LAX,ATL,2024-08-06,12:15,2024-08-06,16:30,Boeing 757
296,ATL,LAX,2024-08-07,08:00,2024-08-07,10:30,Boeing 737
297,LAX,ORD,2024-08-07,09:15,2024-08-07,13:30,Boeing 747
298,ORD,DFW,2024-08-07,11:30,2024-08-07,13:45,Airbus A320
299,DFW,DEN,2024-08-07,14:00,2024-08-07,15:30,Boeing 737
300,DEN,JFK,2024-08-07,16:45,2024-08-07,21:00,Boeing 777
301,SJC,LAX,2024-05-17,07:00,2024-05-17,08:30,Airbus A320
302,LAX,SJC,2024-05-17,09:15,2024-05-17,10:45,Boeing 737
303,SJC,SEA,2024-05-18,11:00,2024-05-18,13:30,Airbus A320
304,SEA,SJC,2024-05-18,14:15,2024-05-18,16:45,Boeing 737
305,SJC,DEN,2024-05-19,07:30,2024-05-19,10:30,Boeing 757
306,DEN,SJC,2024-05-19,11:15,2024-05-19,14:15,Airbus A320
307,SJC,ORD,2024-05-20,06:00,2024-05-20,12:30,Boeing 787
308,ORD,SJC,2024-05-20,13:15,2024-05-20,15:45,Boeing 737
309,SJC,JFK,2024-05-21,08:45,2024-05-21,16:30,Boeing 777
310,JFK,SJC,2024-05-21,17:15,2024-05-21,22:00,Boeing 757
311,SJC,MIA,2024-05-22,09:00,2024-05-22,17:00,Airbus A320
312,MIA,SJC,2024-05-22,18:00,2024-05-22,21:00,Boeing 737
313,SJC,DFW,2024-05-23,10:30,2024-05-23,15:00,Boeing 737
314,DFW,SJC,2024-05-23,16:00,2024-05-23,18:30,Airbus A320
315,SJC,PHX,2024-05-24,11:00,2024-05-24,12:45,Boeing 737
316,PHX,SJC,2024-05-24,13:30,2024-05-24,15:15,Airbus A320
317,SJC,LAS,2024-05-25,09:00,2024-05-25,10:30,Boeing 737
318,LAS,SJC,2024-05-25,11:15,2024-05-25,12:45,Airbus A320
319,SJC,BOS,2024-05-26,08:00,2024-05-26,16:00,Boeing 787
320,BOS,SJC,2024-05-26,17:00,2024-05-26,21:00,Boeing 757
321,SJC,ATL,2024-05-27,06:00,2024-05-27,14:00,Boeing 777
322,ATL,SJC,2024-05-27,15:00,2024-05-27,18:00,Airbus A320
323,SJC,ORD,2024-05-28,07:30,2024-05-28,14:00,Boeing 787
324,ORD,SJC,2024-05-28,15:00,2024-05-28,18:30,Boeing 737
325,SJC,DEN,2024-05-29,09:00,2024-05-29,12:00,Boeing 757
326,DEN,SJC,2024-05-29,13:00,2024-05-29,16:00,Airbus A320
327,SJC,LAX,2024-05-30,07:00,2024-05-30,08:30,Boeing 737
328,LAX,SJC,2024-05-30,09:15,2024-05-30,10:45,Airbus A320
329,SJC,SEA,2024-05-31,11:00,2024-05-31,13:30,Boeing 757
330,SEA,SJC,2024-05-31,14:15,2024-05-31,16:45,Boeing 737
331,SJC,JFK,2024-06-01,08:45,2024-06-01,16:30,Boeing 777
332,JFK,SJC,2024-06-01,17:15,2024-06-01,22:00,Boeing 757
333,SJC,MIA,2024-06-02,09:00,2024-06-02,17:00,Airbus A320
334,MIA,SJC,2024-06-02,18:00,2024-06-02,21:00,Boeing 737
335,SJC,DFW,2024-06-03,10:30,2024-06-03,15:00,Boeing 737
336,DFW,SJC,2024-06-03,16:00,2024-06-03,18:30,Airbus A320
337,SJC,PHX,2024-06-04,11:00,2024-06-04,12:45,Boeing 737
338,PHX,SJC,2024-06-04,13:30,2024-06-04,15:15,Airbus A320
339,SJC,LAS,2024-06-05,09:00,2024-06-05,10:30,Boeing 737
340,LAS,SJC,2024-06-05,11:15,2024-06-05,12:45,Airbus A320
341,SJC,BOS,2024-06-06,08:00,2024-06-06,16:00,Boeing 787
342,BOS,SJC,2024-06-06,17:00,2024-06-06,21:00,Boeing 757
343,SJC,LAX,2024-06-07,06:00,2024-06-07,07:30,Boeing 737
344,LAX,SJC,2024-06-07,08:15,2024-06-07,09:45,Airbus A320
345,SJC,SEA,2024-06-08,10:00,2024-06-08,12:30,Boeing 757
346,SEA,SJC,2024-06-08,13:15,2024-06-08,15:45,Boeing 737
347,SJC,JFK,2024-06-09,07:45,2024-06-09,15:30,Boeing 777
348,JFK,SJC,2024-06-09,16:15,2024-06-09,21:00,Boeing 757
349,SJC,MIA,2024-06-10,08:00,2024-06-10,16:00,Airbus A320
350,MIA,SJC,2024-06-10,17:00,2024-06-10,20:00,Boeing 737
351,SJC,DFW,2024-06-11,09:30,2024-06-11,14:00,Boeing 737
352,DFW,SJC,2024-06-11,15:00,2024-06-11,17:30,Airbus A320
353,SJC,PHX,2024-06-12,10:00,2024-06-12,11:45,Boeing 737
354,PHX,SJC,2024-06-12,12:30,2024-06-12,14:15,Airbus A320
355,SJC,LAS,2024-06-13,08:00,2024-06-13,09:30,Boeing 737
356,LAS,SJC,2024-06-13,10:15,2024-06-13,11:45,Airbus A320
357,SJC,BOS,2024-06-14,07:00,2024-06-14,15:00,Boeing 787
358,BOS,SJC,2024-06-14,16:00,2024-06-14,20:00,Boeing 757
