448, 239.24
449, 595.57
450, 534.52
451, 916.71
452, 560.81
453, 253.77
454, 916.71
455, 362.14
456, 211.09
457, 991.80
458, 188.25
459, 263.15
460, 350.24
461, 718.36
462, 960.13
463, 556.06
464, 559.29
465, 210.12
466, 564.55
467, 471.61
468, 535.31
469, 521.40
470, 197.09
471, 445.49
472, 276.17
473, 441.41
474, 722.54
475, 257.64
476, 864.43
477, 436.27
478, 820.12
479, 708.04
480, 811.98
481, 976.14
482, 244.73
483, 550.94
484, 290.31
485, 142.91
486, 716.28
487, 814.43
488, 235.17
489, 351.95
490, 685.64
491, 556.01
492, 371.42
493, 101.95
494, 804.36
495, 908.08
496, 274.82
497, 539.33
498, 196.28
499, 427.87
500, 814.54
101, 970.01
102, 842.95
103, 921.97
104, 349.73
105, 915.80
106, 320.26
107, 352.18
108, 843.77
109, 154.95
110, 487.71
111, 685.37
112, 567.56
113, 507.52
114, 499.95
115, 653.04
116, 529.54
117, 199.21
118, 202.54
119, 854.19
120, 153.88
121, 616.29
122, 683.11
123, 486.41
124, 404.02
125, 879.45
126, 163.98
127, 333.18
128, 429.51
129, 302.35
130, 421.22
131, 941.47
132, 274.98
133, 508.90
134, 425.19
135, 710.63
136, 389.07
137, 582.77
138, 181.18
139, 175.05
140, 751.33
141, 774.90
142, 502.68
143, 437.66
144, 816.87
145, 361.12
146, 962.76
147, 531.41
148, 372.92
149, 325.03
150, 782.89
151, 242.85
152, 561.12
153, 241.40
154, 218.61
155, 196.38
156, 220.08
157, 528.62
158, 762.75
159, 415.13
160, 732.52
161, 733.45
162, 542.30
163, 126.72
164, 579.59
165, 529.82
166, 668.67
167, 295.01
168, 434.23
169, 430.82
170, 376.68
171, 976.47
172, 794.00
173, 520.70
174, 800.88
175, 360.60
176, 970.71
177, 767.56
178, 244.08
179, 680.21
180, 566.38
181, 967.02
182, 423.92
183, 491.28
184, 123.45
185, 930.24
186, 166.98
187, 276.08
188, 196.38
189, 669.95
190, 124.15
191, 192.20
192, 746.09
193, 304.94
194, 141.20
195, 448.89
196, 466.24
197, 156.44
198, 726.57
199, 847.52
